Freq.	V(n004)
1.21618600064636e+003	(-1.08034401006104e+002dB,1.79755565644507e+002°)
1.21898959892486e+003	(-1.07994368768290e+002dB,1.79755001884118e+002°)
1.22179966016487e+003	(-1.07954336381613e+002dB,1.79754436822178e+002°)
1.22461619926504e+003	(-1.07914303845385e+002dB,1.79753870455673e+002°)
1.22743923115840e+003	(-1.07874271158915e+002dB,1.79753302781582e+002°)
1.23026877081238e+003	(-1.07834238321510e+002dB,1.79752733796878e+002°)
1.23310483322890e+003	(-1.07794205332471e+002dB,1.79752163498525e+002°)
1.23594743344450e+003	(-1.07754172191098e+002dB,1.79751591883481e+002°)
1.23879658653036e+003	(-1.07714138896688e+002dB,1.79751018948697e+002°)
1.24165230759241e+003	(-1.07674105448534e+002dB,1.79750444691116e+002°)
1.24451461177138e+003	(-1.07634071845925e+002dB,1.79749869107675e+002°)
1.24738351424294e+003	(-1.07594038088148e+002dB,1.79749292195303e+002°)
1.25025903021771e+003	(-1.07554004174485e+002dB,1.79748713950922e+002°)
1.25314117494141e+003	(-1.07513970104218e+002dB,1.79748134371448e+002°)
1.25602996369487e+003	(-1.07473935876623e+002dB,1.79747553453787e+002°)
1.25892541179416e+003	(-1.07433901490971e+002dB,1.79746971194840e+002°)
1.26182753459066e+003	(-1.07393866946535e+002dB,1.79746387591501e+002°)
1.26473634747115e+003	(-1.07353832242579e+002dB,1.79745802640655e+002°)
1.26765186585784e+003	(-1.07313797378367e+002dB,1.79745216339182e+002°)
1.27057410520854e+003	(-1.07273762353158e+002dB,1.79744628683951e+002°)
1.27350308101666e+003	(-1.07233727166210e+002dB,1.79744039671829e+002°)
1.27643880881134e+003	(-1.07193691816774e+002dB,1.79743449299671e+002°)
1.27938130415752e+003	(-1.07153656304099e+002dB,1.79742857564326e+002°)
1.28233058265601e+003	(-1.07113620627433e+002dB,1.79742264462637e+002°)
1.28528665994361e+003	(-1.07073584786017e+002dB,1.79741669991439e+002°)
1.28824955169313e+003	(-1.07033548779089e+002dB,1.79741074147557e+002°)
1.29121927361353e+003	(-1.06993512605886e+002dB,1.79740476927813e+002°)
1.29419584144998e+003	(-1.06953476265639e+002dB,1.79739878329019e+002°)
1.29717927098395e+003	(-1.06913439757577e+002dB,1.79739278347979e+002°)
1.30016957803328e+003	(-1.06873403080923e+002dB,1.79738676981491e+002°)
1.30316677845229e+003	(-1.06833366234900e+002dB,1.79738074226345e+002°)
1.30617088813183e+003	(-1.06793329218725e+002dB,1.79737470079324e+002°)
1.30918192299940e+003	(-1.06753292031611e+002dB,1.79736864537201e+002°)
1.31219989901920e+003	(-1.06713254672769e+002dB,1.79736257596744e+002°)
1.31522483219223e+003	(-1.06673217141405e+002dB,1.79735649254714e+002°)
1.31825673855640e+003	(-1.06633179436722e+002dB,1.79735039507862e+002°)
1.32129563418657e+003	(-1.06593141557920e+002dB,1.79734428352933e+002°)
1.32434153519466e+003	(-1.06553103504195e+002dB,1.79733815786664e+002°)
1.32739445772973e+003	(-1.06513065274737e+002dB,1.79733201805784e+002°)
1.33045441797808e+003	(-1.06473026868735e+002dB,1.79732586407015e+002°)
1.33352143216332e+003	(-1.06432988285374e+002dB,1.79731969587070e+002°)
1.33659551654643e+003	(-1.06392949523833e+002dB,1.79731351342657e+002°)
1.33967668742593e+003	(-1.06352910583290e+002dB,1.79730731670473e+002°)
1.34276496113786e+003	(-1.06312871462918e+002dB,1.79730110567209e+002°)
1.34586035405594e+003	(-1.06272832161885e+002dB,1.79729488029548e+002°)
1.34896288259165e+003	(-1.06232792679358e+002dB,1.79728864054167e+002°)
1.35207256319427e+003	(-1.06192753014496e+002dB,1.79728238637731e+002°)
1.35518941235103e+003	(-1.06152713166459e+002dB,1.79727611776902e+002°)
1.35831344658715e+003	(-1.06112673134400e+002dB,1.79726983468330e+002°)
1.36144468246594e+003	(-1.06072632917468e+002dB,1.79726353708660e+002°)
1.36458313658892e+003	(-1.06032592514809e+002dB,1.79725722494528e+002°)
1.36772882559584e+003	(-1.05992551925565e+002dB,1.79725089822562e+002°)
1.37088176616484e+003	(-1.05952511148874e+002dB,1.79724455689383e+002°)
1.37404197501251e+003	(-1.05912470183870e+002dB,1.79723820091603e+002°)
1.37720946889394e+003	(-1.05872429029683e+002dB,1.79723183025826e+002°)
1.38038426460288e+003	(-1.05832387685438e+002dB,1.79722544488650e+002°)
1.38356637897177e+003	(-1.05792346150258e+002dB,1.79721904476662e+002°)
1.38675582887188e+003	(-1.05752304423260e+002dB,1.79721262986443e+002°)
1.38995263121334e+003	(-1.05712262503558e+002dB,1.79720620014566e+002°)
1.39315680294529e+003	(-1.05672220390261e+002dB,1.79719975557595e+002°)
1.39636836105593e+003	(-1.05632178082475e+002dB,1.79719329612086e+002°)
1.39958732257261e+003	(-1.05592135579301e+002dB,1.79718682174589e+002°)
1.40281370456195e+003	(-1.05552092879837e+002dB,1.79718033241643e+002°)
1.40604752412990e+003	(-1.05512049983175e+002dB,1.79717382809781e+002°)
1.40928879842186e+003	(-1.05472006888405e+002dB,1.79716730875526e+002°)
1.41253754462274e+003	(-1.05431963594610e+002dB,1.79716077435394e+002°)
1.41579377995707e+003	(-1.05391920100871e+002dB,1.79715422485894e+002°)
1.41905752168908e+003	(-1.05351876406265e+002dB,1.79714766023524e+002°)
1.42232878712281e+003	(-1.05311832509862e+002dB,1.79714108044775e+002°)
1.42560759360218e+003	(-1.05271788410731e+002dB,1.79713448546132e+002°)
1.42889395851109e+003	(-1.05231744107935e+002dB,1.79712787524068e+002°)
1.43218789927353e+003	(-1.05191699600533e+002dB,1.79712124975050e+002°)
1.43548943335364e+003	(-1.05151654887578e+002dB,1.79711460895537e+002°)
1.43879857825583e+003	(-1.05111609968122e+002dB,1.79710795281978e+002°)
1.44211535152486e+003	(-1.05071564841211e+002dB,1.79710128130814e+002°)
1.44543977074592e+003	(-1.05031519505884e+002dB,1.79709459438480e+002°)
1.44877185354475e+003	(-1.04991473961180e+002dB,1.79708789201399e+002°)
1.45211161758773e+003	(-1.04951428206131e+002dB,1.79708117415988e+002°)
1.45545908058195e+003	(-1.04911382239765e+002dB,1.79707444078656e+002°)
1.45881426027534e+003	(-1.04871336061104e+002dB,1.79706769185802e+002°)
1.46217717445671e+003	(-1.04831289669169e+002dB,1.79706092733816e+002°)
1.46554784095590e+003	(-1.04791243062974e+002dB,1.79705414719082e+002°)
1.46892627764385e+003	(-1.04751196241528e+002dB,1.79704735137974e+002°)
1.47231250243271e+003	(-1.04711149203837e+002dB,1.79704053986857e+002°)
1.47570653327588e+003	(-1.04671101948901e+002dB,1.79703371262088e+002°)
1.47910838816819e+003	(-1.04631054475717e+002dB,1.79702686960016e+002°)
1.48251808514594e+003	(-1.04591006783276e+002dB,1.79702001076981e+002°)
1.48593564228699e+003	(-1.04550958870565e+002dB,1.79701313609315e+002°)
1.48936107771090e+003	(-1.04510910736565e+002dB,1.79700624553338e+002°)
1.49279440957898e+003	(-1.04470862380254e+002dB,1.79699933905367e+002°)
1.49623565609442e+003	(-1.04430813800605e+002dB,1.79699241661706e+002°)
1.49968483550236e+003	(-1.04390764996586e+002dB,1.79698547818652e+002°)
1.50314196609001e+003	(-1.04350715967159e+002dB,1.79697852372493e+002°)
1.50660706618673e+003	(-1.04310666711283e+002dB,1.79697155319508e+002°)
1.51008015416413e+003	(-1.04270617227911e+002dB,1.79696456655968e+002°)
1.51356124843619e+003	(-1.04230567515993e+002dB,1.79695756378134e+002°)
1.51705036745932e+003	(-1.04190517574471e+002dB,1.79695054482259e+002°)
1.52054752973248e+003	(-1.04150467402285e+002dB,1.79694350964588e+002°)
1.52405275379728e+003	(-1.04110416998369e+002dB,1.79693645821355e+002°)
1.52756605823806e+003	(-1.04070366361651e+002dB,1.79692939048788e+002°)
1.53108746168201e+003	(-1.04030315491055e+002dB,1.79692230643103e+002°)
1.53461698279928e+003	(-1.03990264385502e+002dB,1.79691520600510e+002°)
1.53815464030302e+003	(-1.03950213043905e+002dB,1.79690808917208e+002°)
1.54170045294954e+003	(-1.03910161465172e+002dB,1.79690095589387e+002°)
1.54525443953840e+003	(-1.03870109648209e+002dB,1.79689380613230e+002°)
1.54881661891247e+003	(-1.03830057591913e+002dB,1.79688663984909e+002°)
1.55238700995807e+003	(-1.03790005295179e+002dB,1.79687945700588e+002°)
1.55596563160506e+003	(-1.03749952756896e+002dB,1.79687225756423e+002°)
1.55955250282694e+003	(-1.03709899975946e+002dB,1.79686504148558e+002°)
1.56314764264094e+003	(-1.03669846951210e+002dB,1.79685780873130e+002°)
1.56675107010813e+003	(-1.03629793681559e+002dB,1.79685055926266e+002°)
1.57036280433354e+003	(-1.03589740165861e+002dB,1.79684329304086e+002°)
1.57398286446620e+003	(-1.03549686402981e+002dB,1.79683601002698e+002°)
1.57761126969933e+003	(-1.03509632391774e+002dB,1.79682871018203e+002°)
1.58124803927037e+003	(-1.03469578131093e+002dB,1.79682139346691e+002°)
1.58489319246110e+003	(-1.03429523619786e+002dB,1.79681405984244e+002°)
1.58854674859776e+003	(-1.03389468856694e+002dB,1.79680670926934e+002°)
1.59220872705115e+003	(-1.03349413840652e+002dB,1.79679934170824e+002°)
1.59587914723672e+003	(-1.03309358570493e+002dB,1.79679195711970e+002°)
1.59955802861465e+003	(-1.03269303045040e+002dB,1.79678455546414e+002°)
1.60324539069002e+003	(-1.03229247263115e+002dB,1.79677713670192e+002°)
1.60694125301286e+003	(-1.03189191223531e+002dB,1.79676970079331e+002°)
1.61064563517825e+003	(-1.03149134925098e+002dB,1.79676224769846e+002°)
1.61435855682647e+003	(-1.03109078366620e+002dB,1.79675477737746e+002°)
1.61808003764305e+003	(-1.03069021546894e+002dB,1.79674728979026e+002°)
1.62181009735891e+003	(-1.03028964464712e+002dB,1.79673978489677e+002°)
1.62554875575047e+003	(-1.02988907118862e+002dB,1.79673226265676e+002°)
1.62929603263970e+003	(-1.02948849508125e+002dB,1.79672472302994e+002°)
1.63305194789432e+003	(-1.02908791631276e+002dB,1.79671716597589e+002°)
1.63681652142779e+003	(-1.02868733487085e+002dB,1.79670959145412e+002°)
1.64058977319952e+003	(-1.02828675074316e+002dB,1.79670199942404e+002°)
1.64437172321491e+003	(-1.02788616391728e+002dB,1.79669438984495e+002°)
1.64816239152549e+003	(-1.02748557438074e+002dB,1.79668676267608e+002°)
1.65196179822900e+003	(-1.02708498212101e+002dB,1.79667911787654e+002°)
1.65576996346951e+003	(-1.02668438712549e+002dB,1.79667145540536e+002°)
1.65958690743754e+003	(-1.02628378938154e+002dB,1.79666377522146e+002°)
1.66341265037015e+003	(-1.02588318887646e+002dB,1.79665607728366e+002°)
1.66724721255104e+003	(-1.02548258559748e+002dB,1.79664836155071e+002°)
1.67109061431069e+003	(-1.02508197953178e+002dB,1.79664062798123e+002°)
1.67494287602642e+003	(-1.02468137066647e+002dB,1.79663287653375e+002°)
1.67880401812254e+003	(-1.02428075898862e+002dB,1.79662510716673e+002°)
1.68267406107045e+003	(-1.02388014448522e+002dB,1.79661731983849e+002°)
1.68655302538872e+003	(-1.02347952714321e+002dB,1.79660951450728e+002°)
1.69044093164324e+003	(-1.02307890694946e+002dB,1.79660169113124e+002°)
1.69433780044731e+003	(-1.02267828389080e+002dB,1.79659384966841e+002°)
1.69824365246172e+003	(-1.02227765795398e+002dB,1.79658599007674e+002°)
1.70215850839493e+003	(-1.02187702912569e+002dB,1.79657811231407e+002°)
1.70608238900310e+003	(-1.02147639739256e+002dB,1.79657021633816e+002°)
1.71001531509027e+003	(-1.02107576274117e+002dB,1.79656230210663e+002°)
1.71395730750840e+003	(-1.02067512515803e+002dB,1.79655436957705e+002°)
1.71790838715757e+003	(-1.02027448462957e+002dB,1.79654641870684e+002°)
1.72186857498598e+003	(-1.01987384114219e+002dB,1.79653844945336e+002°)
1.72583789199018e+003	(-1.01947319468220e+002dB,1.79653046177385e+002°)
1.72981635921508e+003	(-1.01907254523587e+002dB,1.79652245562546e+002°)
1.73380399775412e+003	(-1.01867189278938e+002dB,1.79651443096521e+002°)
1.73780082874935e+003	(-1.01827123732886e+002dB,1.79650638775005e+002°)
1.74180687339159e+003	(-1.01787057884037e+002dB,1.79649832593682e+002°)
1.74582215292048e+003	(-1.01746991730993e+002dB,1.79649024548225e+002°)
1.74984668862463e+003	(-1.01706925272346e+002dB,1.79648214634297e+002°)
1.75388050184174e+003	(-1.01666858506684e+002dB,1.79647402847551e+002°)
1.75792361395867e+003	(-1.01626791432586e+002dB,1.79646589183630e+002°)
1.76197604641161e+003	(-1.01586724048628e+002dB,1.79645773638166e+002°)
1.76603782068614e+003	(-1.01546656353375e+002dB,1.79644956206781e+002°)
1.77010895831740e+003	(-1.01506588345390e+002dB,1.79644136885087e+002°)
1.77418948089014e+003	(-1.01466520023226e+002dB,1.79643315668684e+002°)
1.77827941003890e+003	(-1.01426451385429e+002dB,1.79642492553163e+002°)
1.78237876744807e+003	(-1.01386382430542e+002dB,1.79641667534106e+002°)
1.78648757485203e+003	(-1.01346313157097e+002dB,1.79640840607080e+002°)
1.79060585403527e+003	(-1.01306243563623e+002dB,1.79640011767647e+002°)
1.79473362683250e+003	(-1.01266173648638e+002dB,1.79639181011354e+002°)
1.79887091512876e+003	(-1.01226103410656e+002dB,1.79638348333740e+002°)
1.80301774085954e+003	(-1.01186032848185e+002dB,1.79637513730333e+002°)
1.80717412601090e+003	(-1.01145961959723e+002dB,1.79636677196648e+002°)
1.81134009261958e+003	(-1.01105890743763e+002dB,1.79635838728194e+002°)
1.81551566277311e+003	(-1.01065819198790e+002dB,1.79634998320465e+002°)
1.81970085860996e+003	(-1.01025747323284e+002dB,1.79634155968947e+002°)
1.82389570231961e+003	(-1.00985675115716e+002dB,1.79633311669113e+002°)
1.82810021614272e+003	(-1.00945602574550e+002dB,1.79632465416428e+002°)
1.83231442237119e+003	(-1.00905529698244e+002dB,1.79631617206344e+002°)
1.83653834334832e+003	(-1.00865456485248e+002dB,1.79630767034303e+002°)
1.84077200146893e+003	(-1.00825382934004e+002dB,1.79629914895737e+002°)
1.84501541917945e+003	(-1.00785309042950e+002dB,1.79629060786065e+002°)
1.84926861897805e+003	(-1.00745234810514e+002dB,1.79628204700697e+002°)
1.85353162341478e+003	(-1.00705160235116e+002dB,1.79627346635032e+002°)
1.85780445509167e+003	(-1.00665085315171e+002dB,1.79626486584457e+002°)
1.86208713666284e+003	(-1.00625010049085e+002dB,1.79625624544349e+002°)
1.86637969083464e+003	(-1.00584934435258e+002dB,1.79624760510074e+002°)
1.87068214036577e+003	(-1.00544858472082e+002dB,1.79623894476985e+002°)
1.87499450806739e+003	(-1.00504782157940e+002dB,1.79623026440427e+002°)
1.87931681680324e+003	(-1.00464705491211e+002dB,1.79622156395732e+002°)
1.88364908948977e+003	(-1.00424628470262e+002dB,1.79621284338222e+002°)
1.88799134909627e+003	(-1.00384551093457e+002dB,1.79620410263207e+002°)
1.89234361864495e+003	(-1.00344473359150e+002dB,1.79619534165985e+002°)
1.89670592121112e+003	(-1.00304395265686e+002dB,1.79618656041846e+002°)
1.90107827992327e+003	(-1.00264316811405e+002dB,1.79617775886065e+002°)
1.90546071796322e+003	(-1.00224237994639e+002dB,1.79616893693908e+002°)
1.90985325856621e+003	(-1.00184158813710e+002dB,1.79616009460629e+002°)
1.91425592502106e+003	(-1.00144079266935e+002dB,1.79615123181472e+002°)
1.91866874067026e+003	(-1.00103999352621e+002dB,1.79614234851667e+002°)
1.92309172891013e+003	(-1.00063919069069e+002dB,1.79613344466436e+002°)
1.92752491319091e+003	(-1.00023838414571e+002dB,1.79612452020986e+002°)
1.93196831701689e+003	(-9.99837573874105e+001dB,1.79611557510515e+002°)
1.93642196394658e+003	(-9.99436759858650e+001dB,1.79610660930210e+002°)
1.94088587759275e+003	(-9.99035942082024e+001dB,1.79609762275245e+002°)
1.94536008162263e+003	(-9.98635120526830e+001dB,1.79608861540782e+002°)
1.94984459975802e+003	(-9.98234295175593e+001dB,1.79607958721974e+002°)
1.95433945577536e+003	(-9.97833466010754e+001dB,1.79607053813959e+002°)
1.95884467350596e+003	(-9.97432633014672e+001dB,1.79606146811868e+002°)
1.96336027683602e+003	(-9.97031796169628e+001dB,1.79605237710815e+002°)
1.96788628970681e+003	(-9.96630955457819e+001dB,1.79604326505907e+002°)
1.97242273611482e+003	(-9.96230110861357e+001dB,1.79603413192237e+002°)
1.97696964011183e+003	(-9.95829262362275e+001dB,1.79602497764886e+002°)
1.98152702580507e+003	(-9.95428409942519e+001dB,1.79601580218925e+002°)
1.98609491735734e+003	(-9.95027553583956e+001dB,1.79600660549411e+002°)
1.99067333898715e+003	(-9.94626693268364e+001dB,1.79599738751392e+002°)
1.99526231496885e+003	(-9.94225828977440e+001dB,1.79598814819901e+002°)
1.99986186963271e+003	(-9.93824960692795e+001dB,1.79597888749961e+002°)
2.00447202736513e+003	(-9.93424088395954e+001dB,1.79596960536583e+002°)
2.00909281260870e+003	(-9.93023212068357e+001dB,1.79596030174767e+002°)
2.01372424986236e+003	(-9.92622331691358e+001dB,1.79595097659498e+002°)
2.01836636368153e+003	(-9.92221447246225e+001dB,1.79594162985753e+002°)
2.02301917867824e+003	(-9.91820558714138e+001dB,1.79593226148494e+002°)
2.02768271952125e+003	(-9.91419666076191e+001dB,1.79592287142671e+002°)
2.03235701093619e+003	(-9.91018769313390e+001dB,1.79591345963225e+002°)
2.03704207770568e+003	(-9.90617868406651e+001dB,1.79590402605081e+002°)
2.04173794466950e+003	(-9.90216963336806e+001dB,1.79589457063155e+002°)
2.04644463672464e+003	(-9.89816054084592e+001dB,1.79588509332348e+002°)
2.05116217882553e+003	(-9.89415140630663e+001dB,1.79587559407552e+002°)
2.05589059598411e+003	(-9.89014222955579e+001dB,1.79586607283644e+002°)
2.06062991326997e+003	(-9.88613301039811e+001dB,1.79585652955489e+002°)
2.06538015581049e+003	(-9.88212374863740e+001dB,1.79584696417943e+002°)
2.07014134879101e+003	(-9.87811444407656e+001dB,1.79583737665845e+002°)
2.07491351745487e+003	(-9.87410509651756e+001dB,1.79582776694025e+002°)
2.07969668710366e+003	(-9.87009570576147e+001dB,1.79581813497299e+002°)
2.08449088309725e+003	(-9.86608627160844e+001dB,1.79580848070472e+002°)
2.08929613085400e+003	(-9.86207679385768e+001dB,1.79579880408334e+002°)
2.09411245585086e+003	(-9.85806727230747e+001dB,1.79578910505665e+002°)
2.09893988362349e+003	(-9.85405770675515e+001dB,1.79577938357232e+002°)
2.10377843976644e+003	(-9.85004809699714e+001dB,1.79576963957789e+002°)
2.10862814993325e+003	(-9.84603844282891e+001dB,1.79575987302077e+002°)
2.11348903983661e+003	(-9.84202874404495e+001dB,1.79575008384826e+002°)
2.11836113524846e+003	(-9.83801900043885e+001dB,1.79574027200751e+002°)
2.12324446200018e+003	(-9.83400921180320e+001dB,1.79573043744556e+002°)
2.12813904598267e+003	(-9.82999937792965e+001dB,1.79572058010933e+002°)
2.13304491314654e+003	(-9.82598949860886e+001dB,1.79571069994559e+002°)
2.13796208950219e+003	(-9.82197957363055e+001dB,1.79570079690099e+002°)
2.14289060112002e+003	(-9.81796960278345e+001dB,1.79569087092207e+002°)
2.14783047413050e+003	(-9.81395958585531e+001dB,1.79568092195523e+002°)
2.15278173472433e+003	(-9.80994952263288e+001dB,1.79567094994672e+002°)
2.15774440915263e+003	(-9.80593941290195e+001dB,1.79566095484269e+002°)
2.16271852372698e+003	(-9.80192925644730e+001dB,1.79565093658916e+002°)
2.16770410481966e+003	(-9.79791905305271e+001dB,1.79564089513200e+002°)
2.17270117886370e+003	(-9.79390880250096e+001dB,1.79563083041696e+002°)
2.17770977235312e+003	(-9.78989850457383e+001dB,1.79562074238967e+002°)
2.18272991184296e+003	(-9.78588815905206e+001dB,1.79561063099561e+002°)
2.18776162394951e+003	(-9.78187776571542e+001dB,1.79560049618015e+002°)
2.19280493535041e+003	(-9.77786732434262e+001dB,1.79559033788851e+002°)
2.19785987278478e+003	(-9.77385683471135e+001dB,1.79558015606579e+002°)
2.20292646305342e+003	(-9.76984629659827e+001dB,1.79556995065695e+002°)
2.20800473301886e+003	(-9.76583570977902e+001dB,1.79555972160683e+002°)
2.21309470960560e+003	(-9.76182507402817e+001dB,1.79554946886011e+002°)
2.21819641980018e+003	(-9.75781438911927e+001dB,1.79553919236138e+002°)
2.22330989065136e+003	(-9.75380365482481e+001dB,1.79552889205506e+002°)
2.22843514927026e+003	(-9.74979287091620e+001dB,1.79551856788545e+002°)
2.23357222283049e+003	(-9.74578203716385e+001dB,1.79550821979671e+002°)
2.23872113856830e+003	(-9.74177115333703e+001dB,1.79549784773288e+002°)
2.24388192378272e+003	(-9.73776021920400e+001dB,1.79548745163785e+002°)
2.24905460583574e+003	(-9.73374923453191e+001dB,1.79547703145537e+002°)
2.25423921215239e+003	(-9.72973819908683e+001dB,1.79546658712908e+002°)
2.25943577022093e+003	(-9.72572711263377e+001dB,1.79545611860247e+002°)
2.26464430759302e+003	(-9.72171597493663e+001dB,1.79544562581888e+002°)
2.26986485188378e+003	(-9.71770478575822e+001dB,1.79543510872153e+002°)
2.27509743077203e+003	(-9.71369354486023e+001dB,1.79542456725351e+002°)
